#Frame                                               Vec_00010
       1  -1.5453  -0.4216   1.2718  75.8510  59.7429  40.4220
       2  -1.6649  -0.2600   1.3044  75.6112  59.4878  39.8702
       3  -1.4291  -0.2550   1.5777  76.1397  59.5632  39.4806
       4  -1.4510  -0.3146   1.5597  75.5452  59.8474  39.1797
       5  -1.7012  -0.3779   1.3661  76.0343  59.4843  38.4042
       6  -1.6108  -0.3948   1.1750  75.9197  59.4995  39.0332
       7  -1.4083  -0.2035   1.5132  75.9524  59.3821  38.5431
       8  -1.4970  -0.1950   1.5133  76.3150  60.1308  38.7591
       9  -1.4829  -0.2348   1.5055  76.1166  59.8463  38.2435
      10  -1.5867  -0.1808   1.4397  75.8169  59.3755  39.0265
      11  -1.5367  -0.0701   1.4604  75.5835  59.4488  38.8933
      12  -1.4187  -0.3816   1.4406  75.3448  59.7505  38.5071
      13  -1.4918  -0.2307   1.5276  75.9421  59.3229  38.8451
      14  -1.6024  -0.0392   1.6040  76.0908  59.3179  38.1536
      15  -1.3409  -0.2733   1.5854  76.7874  59.3300  38.6887
      16  -1.4461  -0.2318   1.6398  76.4815  59.6881  38.9517
      17  -1.4369  -0.0747   1.5113  75.9702  59.9153  39.0698
      18  -1.3651  -0.1400   1.5200  75.5659  59.7608  38.6268
      19  -1.5456  -0.1835   1.4139  75.9484  60.0067  38.9683
      20  -1.3758  -0.2009   1.5626  75.8592  59.6239  38.9900
      21  -1.3353  -0.2805   1.5865  75.8973  59.7682  38.8014
      22  -1.3522  -0.0895   1.5346  75.9431  59.8992  38.8101
      23  -1.3757  -0.0804   1.6385  76.1789  60.1063  39.0020
      24  -1.3915  -0.0708   1.5538  76.0340  60.2668  39.1256
      25  -1.4904  -0.1156   1.5042  75.9998  60.0851  38.5661
      26  -1.4578  -0.2285   1.5341  75.8584  60.7515  38.1940
      27  -1.4909  -0.1822   1.5399  75.9197  60.4071  39.0432
      28  -1.4832  -0.2624   1.4281  75.8755  60.3653  39.0898
      29  -1.5011  -0.5276   1.3365  75.5062  60.3410  38.8381
      30  -1.6240  -0.2754   1.4158  75.5857  60.5993  38.2588
      31  -1.6401  -0.1488   1.3448  75.8000  60.1650  38.5397
      32  -1.4721  -0.1574   1.4989  75.5394  59.7832  38.5881
      33  -1.5415  -0.3919   1.3998  75.7727  60.0409  37.6986
      34  -1.6203  -0.1454   1.4230  75.8905  60.1575  37.8383
      35  -1.6792  -0.5530   1.2896  76.0768  60.2372  38.1806
      36  -1.5528  -0.3998   1.4781  75.9485  59.9251  38.7386
      37  -1.4090  -0.3843   1.5508  76.1986  60.6232  38.4064
      38  -1.5447  -0.2084   1.3686  76.0085  60.0868  38.3025
      39  -1.5031  -0.3727   1.4555  75.5825  60.0005  38.2673
      40  -1.5379  -0.3706   1.4696  76.0112  60.1282  38.0978
      41  -1.4531  -0.3148   1.3923  76.1141  60.0334  37.8962
      42  -1.5744  -0.3426   1.4716  76.1522  60.0372  38.0357
      43  -1.5509  -0.3647   1.4339  75.9818  59.9355  37.6370
      44  -1.4598  -0.2031   1.4178  76.1504  60.2843  37.4473
      45  -1.5495  -0.3094   1.3621  76.0623  59.9751  38.3434
      46  -1.5952  -0.2475   1.4747  76.5460  60.4087  37.9029
      47  -1.5453  -0.2619   1.3799  76.4861  60.1659  38.0462
      48  -1.6327  -0.2936   1.3113  76.2980  60.2545  37.9123
      49  -1.5298  -0.4013   1.4624  76.8904  61.0843  38.2746
      50  -1.5583  -0.1406   1.4020  76.8849  60.4337  38.2698
      51  -1.6294  -0.3135   1.2998  76.5190  60.3083  37.6817
      52  -1.7344  -0.3712   1.1855  76.1929  60.2471  38.0677
      53  -1.4728  -0.3288   1.4232  77.2342  60.0589  38.3693
      54  -1.5473  -0.4121   1.3430  76.4874  59.6727  38.1974
      55  -1.5535  -0.3806   1.4699  76.3887  59.8890  38.2911
      56  -1.4538  -0.3102   1.4369  76.1266  60.0150  37.9237
      57  -1.5290  -0.3221   1.4635  76.3024  60.1774  38.1603
      58  -1.5384  -0.2567   1.4826  77.0375  59.8585  38.3891
      59  -1.3436  -0.1775   1.5846  76.6538  59.4424  37.7999
      60  -1.5081  -0.2271   1.5312  76.1420  59.8541  38.0338
      61  -1.4370  -0.3734   1.6235  75.8531  59.5512  37.5188
      62  -1.3873  -0.4133   1.4622  76.0419  59.7651  37.3456
      63  -1.4399  -0.1284   1.5682  76.3193  60.1854  37.3395
      64  -1.4665  -0.2175   1.3912  76.3251  59.3667  37.4726
      65  -1.5802  -0.2801   1.5393  75.6087  59.4297  37.3814
      66  -1.5313  -0.2414   1.6040  76.3546  59.7218  38.1416
      67  -1.5825  -0.1030   1.4871  76.2663  59.3441  37.6191
      68  -1.5439  -0.0801   1.5152  76.2602  59.4125  37.9177
      69  -1.4289  -0.1487   1.4633  76.2722  59.4687  37.8328
      70  -1.4360  -0.0633   1.5257  76.8629  59.7868  37.4146
      71  -1.5249  -0.0386   1.5604  76.9307  59.6119  37.3178
      72  -1.3779   0.1087   1.6710  76.6544  60.0876  37.6869
      73  -1.5171  -0.4161   1.4110  76.4893  59.7282  37.8736
      74  -1.5728  -0.2600   1.4135  76.4404  59.7654  38.2028
      75  -1.4444  -0.1097   1.4989  76.7338  59.8069  37.9182
      76  -1.5406  -0.0890   1.3916  76.2423  59.7103  37.8648
      77  -1.5120  -0.3610   1.4304  75.6538  60.3981  37.7634
      78  -1.4423  -0.2058   1.5423  76.1393  59.8471  37.0851
      79  -1.5429  -0.4723   1.5094  76.1028  60.0451  37.3557
      80  -1.5927  -0.3796   1.4329  76.1072  60.1278  37.9702
      81  -1.4759  -0.2648   1.5659  76.0080  59.7786  37.5055
      82  -1.3987  -0.1757   1.5875  75.9560  60.0661  37.0734
      83  -1.4563  -0.4141   1.5480  75.7480  60.1205  37.1286
      84  -1.6019  -0.2235   1.4312  75.7214  59.8778  37.1812
      85  -1.4214  -0.4118   1.6022  76.0454  59.8630  37.4441
      86  -1.5851  -0.0640   1.4880  75.5805  59.5234  37.6939
      87  -1.5855  -0.1773   1.5573  75.5822  59.6223  37.8077
      88  -1.4532  -0.1720   1.5974  75.7830  59.8823  37.5112
      89  -1.4998  -0.2571   1.5706  75.5553  59.7366  37.5701
      90  -1.4849  -0.1296   1.4955  75.2764  59.9141  37.6565
      91  -1.5773  -0.1750   1.5288  75.5229  59.9321  37.1903
      92  -1.6604  -0.1823   1.3038  75.3712  60.1521  38.3608
      93  -1.4926  -0.0154   1.4511  75.9816  60.0092  38.0286
      94  -1.6596  -0.0890   1.3393  75.7480  60.2859  38.1763
      95  -1.5237  -0.0568   1.5142  76.1248  59.7707  38.1177
      96  -1.4910  -0.0522   1.3676  75.4672  59.8527  38.0680
