chl601_dipole.dat,"[-0.0757231287175883, -0.0721491971885808, -0.06872333701649026, -0.0654656795335031, -0.06238073759695101, -0.059465648841895494, -0.056714008416336906, -0.05411778516602878, -0.05166832528747791, -0.04935689149143944, -0.04717495374295352, -0.04511434223610058, -0.04316732203279933, -0.04132662250942133, -0.03958544065493176, -0.03793742941742523, -0.036376677793567756, -0.034897686705778856, -0.03349534311985304, -0.03216489388296574, -0.03090192016009541, -0.029702312971219405, -0.028562250096196486, -0.02747817446685956, -0.02644677407432561, -0.02546496336372897, -0.024529866055717955, -0.023638799315931117, -0.022789259184985526, -0.021978907178817505, -0.021205557970257288, -0.020467168066014438, -0.019761825397831237, -0.019087739751794806, -0.018443233965277653, -0.017826735826441748, -0.017236770616534138, -0.01667195424022702, -0.016130986893964225, -0.015612647226646601]"
chl601_Qx_dipole.dat,"[0.07914244789570038, 0.06844004690190462, 0.05966985614270018, 0.05234444651130796, 0.04613937928947102, 0.04082626138545468, 0.0362375909270598, 0.032246625866620166, 0.028755078402438742, 0.025685199468735615, 0.022974474023315396, 0.0205719441989691, 0.018435587959404937, 0.016530405061595685, 0.0148269905073484, 0.013300452239092755, 0.011929577128914457, 0.010696179421394988, 0.009584585480787574, 0.008581221876155667, 0.007674282852620981, 0.006853459518681941, 0.006109717532502134, 0.005435113275898652, 0.004822640845598519, 0.004266103922814893, 0.0037600078782525736, 0.0032994684504617706, 0.002880134085248296, 0.0024981196024322504, 0.002149949306625206, 0.0018325080121331552, 0.0015429987315613912, 0.001278906000249003, 0.001037963987064439, 0.0008181286860000828, 0.0006175535997632801, 0.0004345684218172006, 0.00026766030144116063, 0.00011545734075462214]"
chl608_dipole.dat,"[-0.08624041363252354, -0.07157166936708695, -0.05955553052294631, -0.049587847831382405, -0.041246168998806246, -0.03422003721570231, -0.028273214310824024, -0.02322130096830442, -0.01891756298871697, -0.015243477893938838, -0.012102165699379433, -0.009413670250604021, -0.007111476818017189, -0.005139883901293878, -0.0034519823228198535, -0.0020080766687315273, -0.0007744357043554974, 0.0002777081289555557, 0.0011729676780902491, 0.0019324607523466646, 0.002574352058328267, 0.0031143013141494503, 0.00356583591919373, 0.003940662466297496, 0.004248928322225206, 0.004499442181105648, 0.004699860714507159, 0.0048568470607126815, 0.0049762058143486484, 0.005062998323345001, 0.0051216414201157925, 0.005155992168436235, 0.00516942076718214, 0.005164873394487697, 0.00514492648382424, 0.005111833683778466, 0.005067566555616341, 0.005013849898990912, 0.004952192460011366, 0.00488391366227552]"
chl608_Qx_dipole.dat,"[-0.05726192990434012, -0.06033672830735902, -0.06199917948101758, -0.06266604450925409, -0.06261563582604714, -0.062042892687879464, -0.061088896726467966, -0.05985813535951247, -0.05842927922405385, -0.05686225659380657, -0.055203084093420486, -0.05348727117745851, -0.05174228167179273, -0.049989351226097864, -0.04824485260806399, -0.046521336155125374, -0.0448283322212067, -0.04317297629217631, -0.0415605000616442, -0.03999461992771229, -0.038477846143695094, -0.03701173002375471, -0.03559706239927754, -0.03423403344321911, -0.03292236169480429, -0.03166139840035617, -0.030450211982078052, -0.029287656446304797, -0.028172426768521712, -0.027103103688413836, -0.026078189873539617, -0.025096139034786722, -0.024155379278070783, -0.02325433173783303, -0.022391425345896235, -0.021565108434268513, -0.02077385774491108, -0.020016185317373043, -0.01929064364189298, -0.01859582939741449]"
cla610_dipole.dat,"[0.36548151287297564, 0.33731635296798423, 0.31148665959750677, 0.2878639294988435, 0.2662802766995207, 0.2465605665437528, 0.22853567925847404, 0.21204786063521908, 0.19695252026766655, 0.18311838313433088, 0.17042688369002224, 0.1587712356933042, 0.14805539387267283, 0.13819301539393072, 0.1291064734819044, 0.12072594638365608, 0.11298858946610159, 0.10583779020526397, 0.09922250178998042, 0.0930966492232312, 0.08741860116617024, 0.08215070077852206, 0.077258849151271, 0.07271213542639428, 0.06848250825425337, 0.06454448379726932, 0.06087488601970257, 0.05745261549372372, 0.05425844339612572, 0.051274827767406855, 0.048485749457617446, 0.04587656549464085, 0.043433877884353406, 0.04114541609233479, 0.03899993166729873, 0.036987103650715, 0.035097453578423206, 0.033322269021254, 0.031653534735336615, 0.030083870601111732]"
cla610_Qx_dipole.dat,"[-0.04904286654373328, -0.03328274814843888, -0.02103393138898461, -0.011386631645262367, -0.00372494427586836, 0.0023891707570439643, 0.0072783951478252755, 0.011186731243136247, 0.014302438073808696, 0.01677309415428745, 0.018715881040151216, 0.020224827638915262, 0.021376046682716126, 0.022231601985900414, 0.022842416675029634, 0.023250494211768433, 0.02349063724237873, 0.023591793201666864, 0.023578118355984324, 0.02346982666511883, 0.02328387229106693, 0.02303450218134824, 0.02273370624820827, 0.022391586172806933, 0.022016659067278784, 0.021616108641146287, 0.021195993807149382, 0.02076142259100127, 0.020316697613879477, 0.019865438176353046, 0.01941068300124091, 0.018954976926873958, 0.018500444234081898, 0.018048850804482288, 0.017601656917495215, 0.017160062178497467, 0.016725043814958946, 0.01629738936911761, 0.015877724645282903, 0.015466537629793765]"
cla611_dipole.dat,"[-0.06483818386636436, -0.036587630286018115, -0.014468967133253253, 0.002944527469967345, 0.01666906897997482, 0.027460236943445408, 0.035896302132570446, 0.04242893598150052, 0.047416199077028126, 0.0511451128337418, 0.0538477159249283, 0.05571283793361027, 0.05689494193114377, 0.05752089394812669, 0.05769522599125144, 0.05750427967887689, 0.05701950257955421, 0.05630009323220963, 0.05539513897806074, 0.05434535450549714, 0.05318450312684227, 0.05194056395266723, 0.05063669416069881, 0.049292025051599755, 0.04792232258036337, 0.04654053688409529, 0.045157260525607104, 0.04378111140154527, 0.04241905327929302, 0.04107666454830964, 0.03975836386421339, 0.0384675998260192, 0.037207010580829564, 0.035978558236115704, 0.03478364213103026, 0.03362319433857973, 0.03249776021128683, 0.031407566321452314, 0.030352577765157228, 0.029332546482201877]"
cla611_Qx_dipole.dat,"[0.07082631799251111, 0.07561737126925207, 0.07838637961522257, 0.07970011980481413, 0.07994847472424639, 0.07941118663417235, 0.07829464692663748, 0.07675404350523385, 0.07490758705122895, 0.07284610730292226, 0.07063977393228171, 0.0683429432697217, 0.0659977349170517, 0.0636367198701192, 0.061284970758841234, 0.05896164423020565, 0.0566812140560533, 0.05445443962867678, 0.05228913150700897, 0.05019075969379681, 0.04816293897905473, 0.04620781748057027, 0.04432638848178577, 0.042518741171599234, 0.04078426249715487, 0.03912179975130496, 0.03752979152170852, 0.03600637307901194, 0.034549461068985814, 0.03315682141840745, 0.03182612360787061, 0.030554983862260732, 0.02934099932776143, 0.028181774917266134, 0.027074944194152177, 0.026018185412154404, 0.0250092336245437, 0.024045889609520834, 0.02312602622322526, 0.02224759268110286]"
cla612_dipole.dat,"[0.25640418638876034, 0.18469584666035394, 0.1288569980241416, 0.08512978913599846, 0.0507786473868905, 0.023760377081154003, 0.002521559000027741, -0.014134530969654793, -0.02713937005159655, -0.03722405858285115, -0.04496642999248493, -0.050825886806640075, -0.055169534019442516, -0.05829201693025117, -0.06043073054810434, -0.06177758049969237, -0.06248814549053483, -0.06268886279612693, -0.06248269685085374, -0.061953635191598286, -0.061170271783349946, -0.06018867577125632, -0.059054697621325286, -0.05780583003876562, -0.056472714902744796, -0.0550803675313802, -0.05364917430731239, -0.05219570789895224, -0.050733395157681445, -0.04927306562846084, -0.04782340301093449, -0.04639131749697568, -0.04498225342117734, -0.04360044388924669, -0.0422491218394654, -0.04093069522406168, -0.03964689257741974, -0.03839888409414849, -0.03718738241560625, -0.036012726574202146]"
cla612_Qx_dipole.dat,"[-0.1574543116154121, -0.1247683074914827, -0.09844251846002881, -0.07712455131602342, -0.05979128749895885, -0.045654114599030536, -0.034097096260566485, -0.024634278912878626, -0.016879116439131897, -0.010522015656750561, -0.005313539512128774, -0.0010516631033493475, 0.002428006178971939, 0.005259805361680677, 0.007553933629676031, 0.009401107305898241, 0.010876244772099678, 0.012041400194612419, 0.012948111398518897, 0.013639287918631143, 0.014150736046796087, 0.014512395780570638, 0.014749347994186226, 0.014882637505549188, 0.014929948001057243, 0.014906157274730828, 0.01482379540436077, 0.014693423928334283, 0.014523950506049519, 0.014322890719197377, 0.014096586431555274, 0.013850388342343162, 0.013588808943744809, 0.013315650950651039, 0.013034115350959342, 0.012746892481872904, 0.012456238935618784, 0.01216404260860625, 0.011871877809006953, 0.01158105201143385]"
