#Frame                                               Vec_00011
       1   0.3475   0.7083  -1.9488  83.9469  79.7560  34.1072
       2   0.3375   0.8845  -1.7983  84.4527  80.4474  34.1726
       3   0.6878   0.6210  -1.8684  84.4853  80.1818  34.8577
       4   0.6663   0.6227  -1.8433  83.9691  80.5605  34.9298
       5   0.6430   0.8724  -1.8996  84.6062  80.7520  34.5514
       6   0.6349   0.8360  -1.8746  84.1288  80.0793  34.7782
       7   0.6136   0.6421  -1.8006  83.6995  80.4594  34.5973
       8   0.6287   0.9950  -1.8165  84.2459  80.0785  34.6509
       9   0.4178   0.9150  -1.8603  84.2369  80.7185  34.9462
      10   0.5841   0.8312  -1.6475  84.0893  80.4617  34.6360
      11   0.5868   0.8116  -1.9431  84.2662  80.5317  34.7571
      12   0.6401   0.6640  -1.7876  84.3600  80.7204  34.6146
      13   0.6367   0.6718  -1.8691  84.5297  80.0444  34.9379
      14   0.6059   0.6874  -1.8874  84.3130  80.4304  34.6463
      15   0.4251   0.8212  -1.9119  84.5921  80.0921  34.3900
      16   0.6655   0.6528  -1.8427  84.3203  80.3271  34.4819
      17   0.6803   0.7406  -1.8630  84.7274  80.3153  34.0036
      18   0.6446   0.8243  -1.9298  84.5758  80.2888  34.7065
      19   0.7324   0.7646  -1.8242  84.5079  80.2818  34.5669
      20   0.5328   0.6851  -1.7885  83.9589  80.3004  34.1569
      21   0.6855   0.7003  -1.8238  84.4732  79.9601  35.0168
      22   0.4114   0.7291  -1.9471  84.2552  80.5385  34.0415
      23   0.4953   0.8353  -1.9186  84.1064  80.1899  34.1209
      24   0.4885   0.9333  -1.8454  84.1207  80.3120  33.7170
      25   0.4803   0.8006  -1.8247  84.2579  80.5028  34.3813
      26   0.7257   0.7496  -1.9507  83.8673  80.5193  34.2559
      27   0.5862   0.9253  -1.7918  84.1025  80.1881  34.6668
      28   0.3944   0.9426  -1.7710  84.1844  80.5603  34.2640
      29   0.5112   0.8666  -1.8562  84.4717  80.4278  34.2190
      30   0.7530   0.7328  -1.7875  83.9184  80.9720  34.3178
      31   0.4041   1.0108  -1.8620  84.3767  81.3241  34.2779
      32   0.6891   1.0233  -1.7417  84.3762  80.8785  34.3603
      33   0.4826   1.1145  -1.7536  84.1920  80.7458  34.2255
      34   0.8795   0.6863  -1.7994  84.2634  80.8650  34.2452
      35   0.7982   0.5690  -1.9172  84.5533  80.7490  34.1727
      36   0.4143   1.0049  -1.7791  84.0780  80.6652  34.2095
      37   0.4575   1.0303  -1.7562  84.4240  80.3742  34.2656
      38   0.6045   1.0481  -1.7236  84.2582  80.5436  34.1233
      39   0.6918   0.9330  -1.8678  84.3486  80.8496  34.1281
      40   0.5129   1.1076  -1.8180  84.9274  80.1616  34.8139
      41   0.7284   1.0254  -1.7621  84.3258  80.5333  34.3487
      42   0.7266   0.8331  -1.7990  84.6037  80.7528  34.0311
      43   0.5991   0.9557  -1.7220  84.5418  80.5907  34.0533
      44   0.5719   1.0476  -1.7033  84.2411  80.5826  33.7858
      45   0.5202   0.9944  -1.7624  84.4481  80.6817  33.6222
      46   0.5116   1.0717  -1.7438  84.1193  80.8604  33.7669
      47   0.6509   0.8145  -1.8486  84.2556  81.1911  34.0305
      48   0.5345   1.1080  -1.7333  84.1909  81.0567  34.0909
      49   0.6690   0.9724  -1.8181  83.9702  81.5342  34.4333
      50   0.5243   0.9585  -1.7706  84.1276  81.4285  34.2037
      51   0.3039   1.1406  -1.7048  84.3777  81.1645  33.6063
      52   0.4589   1.1196  -1.7459  84.2459  81.4918  33.7947
      53   0.5974   0.9890  -1.7854  84.0762  81.7104  33.1414
      54   0.6195   1.1972  -1.6519  84.1020  81.7789  33.5060
      55   0.3114   1.1108  -1.7918  84.3123  82.1557  33.2456
      56   0.5478   0.9631  -1.7442  83.8494  81.8560  32.8504
      57   0.4916   0.9993  -1.7744  83.7458  81.9071  32.7160
      58   0.6161   0.9143  -1.8596  83.7138  81.3771  33.0828
