#Frame                                               Vec_00002
     203  56.4052 -57.9181  -2.6593  59.2884 111.3703  66.6107
     204  55.4790 -57.4984  -2.9324  59.6375 111.4859  66.3860
     205  55.6658 -58.2782  -2.4522  59.9326 111.6502  66.0665
     206  55.0613 -57.7882  -2.6355  60.1362 110.9576  66.1190
     207  55.5963 -59.2029  -3.5177  59.6585 111.9923  67.4189
     208  55.3338 -59.0987  -2.3064  59.9222 111.3717  66.2076
     209  55.2105 -57.2845  -2.9920  59.9736 110.1816  66.8836
     210  56.1608 -56.5980  -1.3766  59.5186 110.2072  65.8382
     211  55.6320 -55.2088  -2.2126  60.4745 109.2875  66.5446
     212  55.0462 -54.5226  -4.1559  60.9403 107.9947  67.7360
     213  54.5716 -55.6870  -2.9928  60.9126 108.4369  66.9637
     214  54.1492 -55.8253  -3.4238  61.2315 108.8425  67.1399
     215  54.3688 -55.7949  -3.6496  61.3534 109.1216  67.1079
     216  53.5331 -54.9535  -2.8807  62.0363 108.1295  67.0841
     217  54.5753 -55.1187  -2.5727  61.7815 108.3909  67.0529
     218  54.4700 -54.2697  -2.6323  61.7354 107.5888  66.8800
     219  54.6454 -55.4658  -3.4738  61.9916 108.4875  66.6317
     220  53.7238 -55.7868  -1.8507  62.7323 108.6980  65.9919
     221  53.7443 -55.6954  -2.9477  62.4381 109.0738  66.7148
     222  54.5712 -54.6536  -3.0105  61.7012 108.1555  66.9465
     223  54.4289 -54.8591  -2.6894  61.7940 108.5296  66.8445
     224  53.3483 -55.5012  -3.6060  62.9377 109.1330  67.2767
     225  54.1131 -55.4488  -3.2246  62.2858 109.3719  67.0210
     226  52.6252 -55.0213  -3.2055  62.9627 107.8338  67.1922
     227  53.6153 -54.7140  -4.4461  61.9523 107.7872  68.3818
     228  53.4082 -55.2326  -2.5620  62.1328 108.9586  66.9270
     229  53.1796 -55.3077  -3.5816  62.2117 108.3695  67.0858
     230  51.8762 -55.9565  -3.8623  63.6902 108.8527  67.5420
     231  52.6946 -55.2096  -3.4373  62.2521 108.1770  67.2113
     232  55.4156 -54.9176  -2.7395  60.8791 107.1050  66.7811
     233  53.3381 -55.6730  -2.8253  62.0620 107.3725  67.0539
     234  51.9740 -54.2740  -4.3405  62.7003 106.7157  68.1217
     235  51.6496 -55.8055  -4.2298  63.2860 108.3354  67.5605
     236  52.0372 -55.5448  -4.0203  62.9755 107.6236  67.5407
     237  51.1801 -55.6959  -4.6261  63.5640 107.8609  67.7024
     238  51.4182 -55.4860  -5.7233  63.7779 107.5343  68.5316
     239  52.0460 -55.5586  -3.0908  63.5915 107.8231  67.4346
     240  51.5415 -55.5916  -4.1860  63.5252 107.4051  67.8882
     241  51.1747 -54.9566  -4.2055  64.1429 107.2611  67.7453
     242  51.7298 -56.4828  -3.4286  63.6099 108.1231  67.7828
     243  51.4718 -55.1231  -3.2432  63.8100 107.5073  67.6294
     244  51.3185 -54.9682  -3.2834  63.6301 107.4614  67.1480
     245  49.5853 -55.9054  -3.4937  64.6683 107.3841  67.4567
     246  49.9847 -55.8762  -3.3529  64.4097 107.3629  67.7948
     247  50.5781 -55.0713  -2.5267  63.9903 107.7080  66.9103
     248  52.2978 -56.8365  -2.8604  62.5139 108.4081  66.4749
     249  51.5423 -56.5561  -2.2853  63.1371 108.5889  67.1100
     250  51.6637 -58.0679  -1.7807  62.3855 108.5136  66.2470
     251  53.0667 -58.5933  -2.0814  61.9631 109.2194  66.1261
     252  54.0660 -56.7743  -2.8798  60.9656 108.6714  65.7235
     253  53.2545 -58.0326  -1.8231  61.5849 109.6186  65.0214
     254  53.0713 -57.2703  -2.6931  61.5636 108.4484  65.6086
     255  53.4191 -57.3930  -3.1530  61.7766 108.3588  65.3353
     256  53.6917 -57.1462  -4.3514  61.9025 109.0219  65.9967
     257  52.9376 -58.0718  -4.4426  62.2424 109.7579  65.8745
     258  52.4310 -58.3668  -4.3129  62.6479 110.3808  65.8037
     259  53.6374 -56.8258  -4.2019  62.0924 109.5733  66.0238
     260  53.8039 -57.2479  -4.5005  61.7585 110.5304  65.7510
     261  53.0631 -56.5917  -5.5990  62.3917 110.2196  66.2974
     262  54.1325 -57.1318  -4.5716  62.1755 110.1172  65.7025
     263  55.8552 -56.5647  -3.2079  61.6199 110.0474  65.4195
     264  54.3184 -57.8255  -4.9416  62.4002 110.1956  66.1833
     265  53.1847 -56.6212  -4.2570  62.6442 109.2821  65.2309
     266  52.6033 -58.2506  -5.8627  62.9856 110.0717  65.5516
     267  53.0276 -57.7398  -4.9540  62.4714 110.1213  64.8648
     268  52.3748 -57.4364  -6.0077  62.6745 109.8608  65.5763
     269  53.3218 -57.2229  -5.7223  61.3556 109.2355  65.3493
     270  51.8354 -55.9703  -5.6623  63.3544 108.3889  65.0644
     271  52.7738 -55.7225  -4.5582  62.3517 109.3766  64.8316
     272  52.3698 -55.4689  -3.5860  62.5479 109.2408  64.2155
     273  54.1464 -54.9089  -4.6196  61.6522 108.8712  65.2281
     274  53.8831 -55.9389  -4.3665  61.2076 109.2158  64.1852
     275  53.6795 -56.6252  -5.3128  61.5573 109.7294  65.1794
     276  52.9613 -56.6307  -6.0867  62.0071 110.1313  66.0405
     277  54.0636 -55.6232  -5.5492  60.9417 109.6669  65.8661
     278  54.3358 -55.7673  -5.8458  61.0874 109.4714  66.2963
     279  54.3173 -55.2795  -5.1235  60.6333 109.5790  65.0913
     280  54.5359 -56.0917  -5.2808  61.3099 110.0578  65.7022
     281  54.1121 -55.5808  -5.3971  61.4271 109.7515  65.9391
     282  53.0066 -56.2121  -4.8614  61.4806 109.7179  65.1424
     283  54.5678 -56.0730  -3.8931  60.3418 109.4104  64.4454
     284  53.5220 -56.2385  -3.9654  60.9008 109.1702  64.6559
     285  54.9387 -56.3347  -3.7089  60.1408 109.2159  64.2932
     286  53.6218 -55.8515  -4.6198  60.9398 108.1891  65.5090
     287  51.9620 -55.7947  -3.2125  61.3538 108.1534  64.8591
     288  54.2428 -54.4684  -3.5541  60.4039 107.3204  65.4701
     289  53.7620 -55.0865  -3.1564  60.9021 107.7581  65.2520
     290  53.2505 -55.3722  -5.4915  61.1407 108.3570  65.8769
     291  54.5589 -53.1176  -4.7801  59.8685 106.8136  65.2141
     292  53.7390 -54.0418  -4.4963  60.5770 107.3276  65.7404
     293  53.6265 -53.5967  -4.4488  61.0014 107.2305  65.4870
     294  53.9822 -53.7399  -3.0437  60.4843 107.9133  65.2625
     295  53.9166 -53.5089  -4.4957  60.8735 106.9521  65.3963
     296  54.3028 -54.4396  -3.6123  60.7755 107.3692  64.9864
     297  54.7757 -53.3722  -3.3623  60.1996 107.0484  64.5871
     298  54.8952 -53.4950  -2.8198  60.4828 107.6968  64.5559
     299  55.3766 -53.6612  -4.0921  60.2197 107.7493  64.8034
     300  55.6733 -53.6897  -4.8655  59.8569 107.1124  65.4406
     301  54.1742 -53.3145  -4.3485  61.0285 107.0506  65.8736
     302  55.9904 -52.0448  -4.9655  59.5121 107.1175  65.9238
     303  56.3912 -51.7651  -4.2538  59.5959 106.3717  65.5163
     304  55.2302 -51.6686  -5.1412  60.5929 106.1540  66.2942
     305  55.6337 -51.3529  -3.8893  60.7092 106.3452  65.9675
     306  55.3891 -52.6162  -4.9915  60.2662 106.7302  66.3462
     307  55.5415 -53.2790  -4.3173  59.6243 107.1624  66.1870
     308  55.9040 -52.0395  -3.5698  60.3268 106.8629  66.4172
     309  56.4635 -52.5782  -4.0922  60.1571 106.2718  66.7497
     310  54.7229 -51.9443  -4.2222  61.2760 106.1137  67.0658
     311  55.6844 -53.2820  -4.0212  61.0049 106.6026  66.1990
     312  55.2279 -53.3847  -5.2125  60.7783 106.9474  66.0058
     313  54.1026 -54.1145  -5.1681  61.9203 107.8163  66.4306
     314  54.2226 -55.1430  -5.2130  61.0914 107.9515  66.1631
     315  53.7247 -55.2700  -3.3742  61.3843 108.2044  65.5189
     316  53.1626 -55.3731  -3.5481  61.4723 108.1611  66.0655
     317  53.1937 -55.6366  -2.8987  62.0446 108.7057  66.0039
     318  53.0982 -55.3647  -3.2528  61.7929 108.0499  65.7364
     319  53.6939 -56.2001  -3.1379  61.8936 108.1806  65.0691
     320  54.6043 -55.9264  -2.1335  60.7131 108.1527  65.3267
     321  54.5176 -55.2489  -4.2740  61.1222 108.9197  65.7650
     322  54.9551 -57.0367  -3.2643  60.5907 109.8963  64.4507
     323  54.7287 -56.5468  -2.3492  60.0667 109.2966  64.0020
     324  54.3184 -58.1003  -2.9097  60.5831 109.9868  64.6301
     325  55.5171 -58.1492  -2.2226  59.8723 109.5057  64.1845
     326  55.5409 -57.9792  -3.2620  60.0792 108.7010  64.3646
     327  54.2896 -56.5743  -2.8210  60.6838 108.2419  64.5017
     328  55.6903 -56.2110  -2.3897  59.7067 108.1702  64.5686
     329  54.3688 -56.5111  -3.1706  60.4157 109.0421  65.2249
     330  54.8430 -55.6490  -2.9298  60.8402 108.7416  64.6689
     331  54.2343 -55.9075  -3.1229  61.3711 108.5432  64.9131
     332  54.5780 -56.3629  -3.5925  60.9490 108.5850  65.0180
     333  54.1482 -56.5762  -3.2523  60.9340 109.4426  65.5083
     334  53.4982 -55.4220  -3.9891  61.6054 108.7737  65.4178
     335  54.3657 -56.8639  -2.6374  61.5740 109.0864  64.3054
     336  54.8679 -56.8005  -2.0012  60.8336 109.4943  64.0036
     337  53.7599 -56.1081  -2.7022  61.4164 108.5157  63.9773
     338  53.6012 -56.3391  -3.0431  61.1027 108.7912  64.8325
     339  54.7668 -55.3383  -3.8789  60.3976 107.6645  65.5737
     340  55.4205 -56.6456  -2.8814  59.8751 109.2491  64.8729
     341  55.4158 -56.4700  -1.2084  60.3038 109.4077  64.8563
     342  56.1202 -57.1527  -1.0533  59.8576 109.9565  64.0766
     343  55.4247 -56.7287  -2.5301  60.3375 109.4107  65.1317
     344  55.9839 -57.0369  -1.6594  60.4922 109.5275  64.7970
     345  54.9125 -56.8810  -1.6812  61.0285 109.4389  64.5759
     346  54.7587 -57.0506  -2.7002  61.2665 109.5892  65.9282
     347  56.1469 -55.7866  -2.0375  60.5224 108.4120  65.6815
     348  56.2917 -55.7141  -1.4627  59.6315 108.4015  64.6010
     349  55.4337 -56.2565  -1.6297  60.2168 109.4059  65.3557
     350  55.5499 -55.8522  -0.8523  60.1459 109.0946  65.0550
     351  55.8524 -54.2784  -1.0438  60.1374 107.7548  64.3416
     352  54.6420 -55.4015  -0.3159  60.4760 108.3420  64.1032
     353  54.8095 -55.2266  -0.5122  60.3782 107.9780  64.7011
     354  56.5871 -55.6312  -0.3891  59.5213 107.8756  64.5335
     355  56.4536 -55.8227   0.0313  59.1473 107.6574  64.1838
     356  55.8702 -56.2259   0.4618  59.4641 108.4235  64.6261
     357  55.8870 -57.2650  -0.4225  59.6921 108.6547  64.8499
     358  56.7588 -56.9173   0.5282  59.6303 108.5493  64.7520
     359  57.3001 -56.8684  -0.6719  59.2325 108.5810  64.4330
     360  56.7207 -57.0288  -0.5766  59.8473 108.8097  64.3933
     361  56.0106 -55.1153  -0.9492  60.2765 107.9037  64.3114
     362  54.9976 -54.9778  -1.2099  60.6095 107.9910  64.2237
     363  54.8632 -54.4342  -1.2805  60.3985 107.8919  64.7925
     364  55.2086 -53.3121  -1.7947  59.7146 107.0274  64.8486
     365  55.3143 -54.3045  -2.6739  59.7855 107.6775  65.7425
     366  55.4817 -53.6117  -3.0721  60.0039 107.0334  65.4503
     367  56.6876 -52.4880  -2.1155  58.9064 106.5065  65.5602
     368  56.1795 -54.1843  -1.3585  58.9093 107.1644  65.5668
     369  56.2312 -53.3071  -2.3950  59.6614 107.1801  65.3928
     370  55.0826 -52.7453  -3.5561  60.2696 106.5382  66.8603
     371  55.3367 -53.2053  -4.1975  60.0061 107.2428  66.5115
     372  55.4921 -55.2188  -3.0263  60.0714 108.7006  65.7111
     373  56.0044 -55.0558  -3.2859  59.6882 108.0565  66.0612
     374  54.4892 -55.7952  -2.1805  60.2779 108.8954  65.4921
     375  55.9083 -55.0899  -2.2248  59.1803 108.3371  65.4194
     376  55.0351 -54.6689  -2.3418  59.7217 108.0745  65.7383
     377  55.1176 -54.4533  -2.3706  59.7446 107.7712  65.5483
     378  55.2221 -54.9469  -3.4308  58.8761 108.0840  66.4307
     379  55.0612 -53.7035  -3.1271  59.2821 107.6759  66.2789
     380  54.5962 -54.5413  -3.4065  59.9381 107.8749  65.4678
     381  54.9042 -53.2379  -4.4518  59.5346 107.0194  66.6741
     382  55.0000 -54.3297  -3.4556  59.3614 107.3609  66.8382
     383  54.7895 -54.9309  -3.1964  59.7077 107.6429  66.2391
     384  54.2680 -55.1350  -1.8292  59.8395 107.2784  65.2974
     385  53.7115 -56.0327  -1.2691  59.9867 108.1407  65.9116
     386  54.4961 -55.7951  -3.2727  59.9205 107.8533  66.0256
     387  56.0196 -55.4131  -2.4747  59.2747 107.6320  65.5635
     388  55.1884 -54.1277  -2.8791  59.4568 107.3779  66.2728
     389  54.3283 -55.7030  -1.8708  60.0865 108.3561  65.3302
     390  55.7480 -53.6361  -1.2596  58.6596 107.0688  64.5301
     391  56.1638 -54.1385  -1.3795  58.4086 107.3200  64.7354
     392  55.7863 -55.7557  -2.7940  58.6309 107.8066  65.5616
     393  55.9325 -56.6722  -2.1096  58.0873 108.1193  65.8292
     394  56.4081 -54.9710  -1.5029  58.0548 107.8748  65.2478
     395  56.3118 -54.8353  -0.7216  57.5763 107.3792  64.9893
     396  56.2929 -55.9900  -0.2793  57.6390 108.3484  64.5011
     397  56.2633 -55.2132  -0.8353  58.1406 107.9683  64.9860
     398  56.7454 -55.6875  -3.5518  57.7369 108.4396  65.1442
