#Frame                                               Vec_00001
       1  -2.6637   3.7040  -1.7063  99.0737  29.1060  72.2967
       2  -2.7380   3.9017  -1.1643  99.6759  27.7958  71.2927
       3  -1.6441   4.3763  -1.5511  99.8499  26.6307  71.5221
       4  -2.0988   4.3668   0.1543  99.9865  24.4939  71.4037
       5  -3.1101   3.5385   1.2706 102.1492  24.9883  69.7315
       6  -2.2495   4.1754   0.7203 102.4201  25.6655  69.6907
       7  -2.9068   3.8959   0.7681 102.6371  24.8944  70.3987
       8  -3.1554   3.4356   1.1513 102.9787  25.6357  70.4474
       9  -2.8470   3.8476   0.7018 102.5093  25.6862  69.2618
      10  -2.7620   3.8554   0.4045 102.6288  27.0261  69.4358
      11  -3.2238   3.1368   1.8242 102.4584  26.9739  67.7524
      12  -2.6385   3.9705   0.6457 103.3268  26.9964  67.3167
      13  -3.2103   3.0532   2.0560 102.3159  27.7391  66.8690
      14  -3.3736   3.2634   1.2659 102.0034  28.3287  68.6908
      15  -4.0328   2.5407   0.7945 101.7770  29.4774  69.3924
      16  -3.8072   3.0590   0.2755 102.1704  30.3384  69.2367
      17  -3.9784   2.7389   0.3937 102.4819  31.0778  69.4551
      18  -3.6342   3.2412  -0.1631 101.8047  29.3070  70.4193
      19  -4.1606   2.5692  -0.5448 102.5766  29.9326  70.1914
      20  -4.0106   2.7111  -0.1209 102.0140  30.5993  69.8769
      21  -3.3105   2.9960  -1.9703 102.6033  30.4500  70.8498
      22  -4.2025   1.9661  -1.3978 101.2313  31.6197  70.9421
      23  -3.3404   3.0734  -1.3963 102.3399  30.3763  70.8552
      24  -2.7960   3.6456  -0.7971 102.6786  30.1776  69.7046
      25  -3.3863   3.2831  -0.7777 102.0772  29.7893  69.9539
      26  -3.1933   3.5720  -0.3818 102.8181  29.3388  69.5685
      27  -3.8218   2.8380  -0.2074 103.5928  28.2613  70.1185
      28  -3.6884   2.8969   1.3563 103.4423  27.8681  70.3286
      29  -3.8927   2.7164   0.4111 102.5474  29.6593  70.3985
      30  -3.6228   3.2589  -0.0021 102.4308  29.2929  70.4458
      31  -3.3167   3.4906  -0.4688 101.5541  29.1933  69.9599
      32  -3.9140   2.7210  -0.5252 102.4546  30.7099  69.9399
      33  -3.4998   3.3865   0.1703 101.7343  30.4477  69.6132
      34  -4.1628   2.4063  -0.2377 101.3690  32.0639  69.6497
      35  -3.3825   2.9732  -1.7526 100.3713  31.5300  71.2050
      36  -2.1744   3.7866  -2.0567  98.9978  31.2121  71.7636
      37  -1.4366   3.4397  -2.9582  97.0171  31.9008  72.8831
      38  -1.2541   3.3066  -3.2864  97.2403  30.9201  72.0765
      39  -2.2900   2.8174  -3.1913  97.3411  31.3003  72.5800
      40  -2.0600   3.4282  -2.7864  96.9538  32.1707  71.6996
      41  -2.1355   2.7358  -3.2750  96.5929  32.0236  71.9960
      42  -1.5527   3.0778  -3.2974  96.2709  32.8506  73.1043
      43  -2.0726   3.3266  -2.8082  97.7188  31.9031  72.3730
      44  -3.1068   2.4367  -2.8478  96.6784  33.5631  72.0237
      45  -2.6826   2.0664  -3.4811  96.9450  35.8813  72.1111
      46  -2.3948   2.6008  -3.2159  96.3749  34.4190  72.0611
      47  -3.1629   1.8736  -3.2028  97.0776  35.5031  71.6436
      48  -2.4306   1.3763  -4.0625  95.9487  36.8623  72.4445
      49  -3.1497   0.0998  -3.5948  96.6200  38.8292  70.9183
      50  -2.9898   0.8838  -3.7625  97.1898  38.0402  72.1881
      51  -1.8174   2.1298  -3.9682  96.7761  34.9597  75.1085
      52  -0.7200   2.7948  -3.8666  95.4073  34.5978  75.9271
      53  -0.6606   2.8358  -3.8536  94.0047  35.0455  75.9177
