#Frame                                               Vec_00003
       1   0.9456   1.7115  -0.6394  80.8647  68.9046  33.7862
       2   0.8386   1.7202  -0.5482  80.8131  69.0005  33.8381
       3   0.7436   1.8142  -0.8531  80.5135  69.5886  33.6145
       4   0.8464   1.7806  -0.6997  80.0645  69.2352  33.3291
       5   0.7975   1.7617  -0.6188  79.9339  69.0876  33.1463
       6   0.9225   1.7347  -0.7069  79.6600  69.4203  33.0857
       7   0.7898   1.6991  -0.6399  79.9964  69.7325  32.8020
       8   0.7862   1.7856  -0.6208  79.9441  69.1902  32.8133
       9   0.8828   1.8121  -0.7869  79.4996  69.5853  32.7593
      10   0.8014   1.7247  -0.6979  80.3293  69.2362  32.9143
      11   0.7542   1.7387  -0.7375  79.9347  69.4002  32.3393
      12   0.7167   1.7348  -0.8076  80.0751  69.3240  32.1754
      13   0.7576   1.7860  -0.6030  80.0150  69.2871  32.5965
      14   0.7383   1.8307  -0.7089  79.7962  69.6540  32.3290
      15   0.6683   1.8514  -0.8548  79.9755  69.3711  32.8434
      16   0.6449   1.9381  -0.6961  80.1057  69.1095  32.4584
      17   0.6413   1.7946  -0.7193  79.8595  69.2827  32.0192
      18   0.8960   1.6430  -0.6890  79.8043  69.1163  32.6383
      19   0.8554   1.7837  -0.5723  79.7207  69.0688  33.1771
      20   0.9027   1.7257  -0.5240  79.9136  69.4247  32.9601
      21   0.7756   1.7828  -0.7052  79.7252  69.3603  32.9719
      22   0.9092   1.6904  -0.6770  79.9405  68.9386  32.9948
      23   0.6619   1.8273  -0.7141  80.1597  69.1060  33.3665
      24   0.7512   1.7506  -0.7477  79.8511  69.0530  32.9831
      25   0.8958   1.7324  -0.5918  79.7844  69.2807  33.2031
      26   0.6744   1.8172  -0.6174  79.9930  69.2338  32.8974
      27   0.8305   1.8221  -0.7403  79.5355  69.3148  32.6498
      28   0.7008   1.7986  -0.7543  79.6954  69.2776  32.8802
      29   0.7700   1.7667  -0.6484  79.7067  69.4014  32.8782
      30   0.6545   1.9016  -0.8921  79.8509  68.8774  33.0473
      31   0.7831   1.7619  -0.5943  79.8507  69.3129  32.2577
      32   0.8461   1.7326  -0.7635  80.0177  69.4999  32.5138
      33   0.6515   1.7517  -0.5943  80.0878  69.3785  31.9041
      34   0.8606   1.7338  -0.6260  80.3517  69.5676  32.5146
      35   0.7306   1.8515  -0.7170  80.6515  69.7712  32.0753
      36   0.9668   1.7239  -0.6766  80.2630  69.5773  32.0917
      37   0.8366   1.7199  -0.6998  80.2320  69.1549  31.8513
      38   0.6338   1.8043  -0.7515  80.0925  69.5725  31.7744
      39   0.8221   1.6718  -0.6654  80.1487  69.6499  31.9230
