#Frame                                               Vec_00002
       1  -1.3427   1.4551  -4.3622 112.0676  51.2689  71.0177
       2  -2.4394   1.1516  -4.0342 113.5462  51.7370  72.1709
       3  -1.7622  -0.0541  -4.4039 112.5203  53.5050  71.5683
       4  -3.6433  -0.4895  -2.9184 113.5292  53.5318  70.2070
       5  -3.9448  -0.9709  -2.5684 115.7176  53.6333  69.6082
       6  -4.0541  -0.1220  -2.6460 116.9463  52.3519  70.5545
       7  -4.5928  -0.9845  -1.2918 117.9604  53.0048  70.0739
       8  -4.4699  -1.1068  -1.4693 117.8760  53.7640  69.6632
       9  -4.5941   0.7481  -0.8760 119.9419  53.1884  69.9602
      10  -4.4644   0.4133  -2.0478 119.3576  52.9908  70.3630
      11  -4.2234   1.4913  -1.8614 120.2497  51.3461  70.0628
      12  -4.6332   0.1005  -1.3157 119.0751  51.8317  70.0422
      13  -4.7922   0.2981  -0.1827 120.2462  51.8787  67.7787
      14  -4.3170   1.1058  -1.8088 120.2577  51.4137  68.5698
      15  -4.6410  -0.0342  -1.5204 119.5063  52.2573  68.2777
      16  -4.7054   0.2512  -0.9058 120.4721  52.5890  67.6007
      17  -4.4792   0.8828  -1.6566 119.3466  50.7419  68.5711
      18  -4.4956   0.7682  -1.5433 119.7778  50.8790  68.3651
      19  -3.9858   0.3060  -2.5701 118.1332  51.5821  68.9953
      20  -4.5991  -0.1005  -1.4183 118.2711  51.5499  67.9262
      21  -4.3381   1.2243  -1.7551 118.7524  51.0154  69.1724
      22  -4.4975  -0.4359  -1.6706 117.6582  50.5825  69.2010
      23  -4.5899   0.5182  -1.6280 117.8504  49.5060  69.4836
      24  -4.2050   0.8597  -2.3833 116.8484  49.5063  69.5284
      25  -4.4518  -0.5800  -1.7195 117.4592  51.1721  69.2447
      26  -4.3199   0.4926  -2.0225 118.7218  51.2909  69.2492
      27  -4.4450   0.7696  -1.9246 118.7284  51.0074  69.3943
      28  -4.4656  -0.1145  -1.8909 118.4107  51.8899  69.5919
      29  -4.6837   0.2424  -1.2611 119.2442  51.4318  69.2083
      30  -4.3370  -0.0961  -2.1034 117.4114  51.4313  69.5798
      31  -4.2481  -2.0057  -1.3191 116.4528  52.8600  68.3181
      32  -4.2639  -1.6461  -1.6634 116.9780  52.9171  68.8583
      33  -4.3709  -0.2008  -2.0264 117.4234  52.4901  69.6281
      34  -4.4555  -0.3384  -1.8361 117.8902  52.9089  69.7235
      35  -4.5556  -0.7559  -1.4919 118.1301  53.0597  69.3478
      36  -4.5185  -1.0645  -1.4734 118.2631  53.8170  69.4257
